"CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited"
799,"Spain","Male",38,2,0,2,"Si","Si",59297.34,"No"
434,"Germany","Male",71,9,119496.87,1,"Si","No",125848.88,"No"
719,"Spain","Female",32,7,0,1,"No","No",76264.27,"No"
641,"France","Female",37,2,0,2,"Si","No",3939.87,"No"
461,"Spain","Female",25,6,0,2,"Si","Si",15306.29,"No"
790,"Germany","Female",25,5,152885.77,1,"Si","No",58214.79,"No"
588,"France","Male",31,4,99607.37,2,"No","Si",35877.03,"No"
621,"France","Male",27,4,137003.68,1,"Si","No",21254.06,"No"
768,"Germany","Male",48,3,122831.58,1,"Si","Si",24533.89,"Si"
681,"Spain","Male",38,2,99811.44,2,"Si","No",23531.5,"No"
606,"Spain","Male",37,8,154712.58,2,"Si","No",89099.18,"No"
542,"Spain","Male",37,8,0,1,"Si","Si",807.06,"No"
713,"Germany","Female",24,7,147687.24,1,"Si","Si",121592.5,"No"
597,"Spain","Female",33,2,0,2,"Si","Si",4700.66,"No"
635,"France","Male",27,3,127009.83,1,"Si","No",161909.95,"No"
599,"Germany","Male",61,1,124737.96,1,"No","Si",90389.61,"Si"
496,"Spain","Female",44,0,179356.28,2,"Si","No",2919.21,"Si"
759,"Spain","Male",31,8,0,2,"Si","Si",99086.74,"No"
757,"Germany","Male",31,1,127320.36,3,"Si","No",163170.32,"No"
564,"Spain","Male",31,0,125175.58,1,"Si","Si",72757.33,"No"
561,"France","Female",22,6,186788.96,2,"Si","No",73286.8,"No"
702,"France","Male",40,3,148556.74,1,"No","Si",146056.29,"No"
678,"Germany","Female",40,8,128644.46,1,"No","No",167673.37,"No"
707,"France","Female",46,7,127476.73,2,"Si","Si",146011.55,"No"
610,"France","Female",27,9,159561.93,1,"No","Si",103381.47,"No"
744,"France","Male",42,1,112419.92,1,"Si","Si",83022.92,"No"
598,"France","Male",28,8,129991.76,2,"No","Si",46041.08,"No"
562,"Spain","Male",36,5,0,1,"No","Si",182843.24,"No"
621,"Spain","Female",59,2,0,2,"Si","Si",171364.18,"No"
659,"France","Female",50,3,0,1,"Si","No",183399.12,"Si"
722,"Germany","Female",40,6,89175.06,2,"No","Si",152883.95,"No"
606,"France","Female",39,3,0,2,"Si","No",50560.45,"Si"
603,"Spain","Female",39,5,162390.52,2,"Si","No",54702.66,"No"
506,"Germany","Female",59,3,190353.08,1,"Si","No",78365.75,"No"
724,"France","Female",34,3,132352.69,1,"Si","No",80320.3,"No"
477,"Germany","Female",39,4,182491.57,1,"Si","No",185830.72,"No"
580,"France","Male",34,6,0,2,"Si","Si",160095.31,"No"
566,"Spain","Male",63,2,120787.18,2,"Si","Si",52198.84,"No"
711,"France","Female",29,3,130181.47,2,"Si","No",31811.44,"No"
706,"Germany","Male",32,5,88348.43,2,"Si","Si",104181.78,"No"
703,"Spain","Male",31,6,0,2,"Si","Si",67667.19,"No"
679,"Germany","Male",39,2,146186.28,2,"Si","Si",193974.47,"No"
603,"France","Male",32,7,0,1,"Si","No",198055.94,"Si"
598,"Spain","Male",34,0,104488.17,1,"No","Si",43249.67,"No"
604,"Germany","Male",25,7,165413.43,1,"Si","Si",35279.74,"No"
483,"France","Male",27,1,77805.66,1,"Si","Si",2101.89,"No"
702,"France","Male",50,3,0,2,"No","No",94949.84,"No"
670,"Spain","Female",57,3,175575.95,2,"Si","No",99061.75,"Si"
804,"Spain","Female",38,3,124197.22,1,"Si","No",74692.06,"No"
850,"France","Female",30,3,0,2,"Si","No",116692.8,"No"
554,"France","Female",39,10,160132.75,1,"Si","No",32824.15,"No"
588,"Germany","Female",37,7,70258.88,2,"Si","No",139607.61,"No"
758,"Germany","Male",32,4,162657.64,2,"Si","Si",115525.13,"No"
787,"Germany","Male",43,0,132217.45,1,"Si","No",20955.03,"Si"
582,"Spain","Male",25,9,148042.97,2,"Si","No",52341.15,"No"
633,"Spain","Female",33,4,92855.02,1,"Si","Si",159813.18,"No"
766,"Germany","Male",47,9,129289.98,1,"Si","No",169935.46,"Si"
564,"Spain","Male",37,9,100252.18,1,"Si","Si",146033.52,"No"
602,"Spain","Male",37,3,107592.89,2,"No","Si",153122.73,"No"
649,"France","Male",39,3,113096.41,1,"Si","Si",60335.24,"No"
679,"Spain","Female",40,7,0,2,"Si","Si",163757.29,"No"
639,"Spain","Male",34,7,149940.04,2,"No","No",156648.81,"No"
790,"Germany","Male",50,8,121438.58,1,"Si","Si",176471.78,"Si"
565,"France","Male",32,9,0,2,"Si","No",5388.3,"No"
478,"France","Female",50,2,0,1,"No","Si",93332.64,"Si"
825,"France","Male",29,3,148874.01,2,"No","Si",71192.82,"No"
528,"Spain","Female",32,0,68138.37,1,"Si","Si",170309.19,"No"
577,"Spain","Male",35,5,110080.3,1,"Si","Si",109794.31,"No"
663,"France","Male",24,7,0,2,"Si","Si",166310.82,"No"
505,"Germany","Female",25,5,114268.85,2,"Si","Si",126728.27,"No"
633,"Germany","Male",29,6,117412.35,1,"No","No",30338.94,"No"
586,"France","Female",38,6,0,2,"Si","Si",37935.83,"No"
850,"France","Female",35,9,0,2,"No","No",25329.48,"No"
629,"Germany","Female",37,1,35549.81,2,"No","No",49676.33,"No"
744,"France","Male",56,9,0,2,"Si","Si",169498.61,"No"
750,"France","Male",36,7,136492.92,3,"Si","Si",26500.29,"Si"
637,"Germany","Male",28,3,123675.69,1,"Si","Si",166458.41,"No"
575,"France","Female",40,1,139532.34,1,"Si","No",181294.39,"No"
671,"Spain","Male",58,1,178713.98,1,"Si","Si",21768.21,"No"
571,"France","Male",40,5,0,2,"No","No",72849.29,"No"
590,"France","Male",41,1,89086.31,1,"Si","No",24499.97,"No"
619,"Spain","Male",38,3,96143.47,1,"No","No",98994.92,"No"
640,"Germany","Female",30,5,32197.64,1,"No","Si",141446.01,"No"
670,"France","Male",38,7,0,2,"Si","Si",77864.41,"No"
737,"France","Female",33,4,0,2,"Si","No",115115.32,"No"
555,"Spain","Male",32,10,0,2,"No","Si",168605.96,"No"
742,"France","Male",33,6,0,2,"No","No",38550.4,"No"
618,"Germany","Female",40,0,140306.38,1,"Si","No",160618.61,"Si"
560,"France","Female",35,1,0,2,"Si","No",3701.63,"No"
654,"France","Male",38,8,0,2,"Si","No",88659.44,"No"
787,"Germany","Female",42,2,74483.97,2,"No","Si",44273.91,"No"
611,"France","Female",53,7,0,2,"No","Si",156495.39,"Si"
559,"Spain","Male",34,0,0,1,"Si","No",182988.94,"No"
481,"France","Male",37,8,152303.66,2,"Si","Si",175082.2,"No"
753,"Germany","Male",32,5,159904.79,1,"Si","No",148811.14,"No"
675,"France","Male",32,1,0,3,"Si","No",85901.09,"No"
748,"Germany","Female",31,1,99557.94,1,"Si","No",199255.32,"No"
610,"Spain","Female",46,5,116886.59,1,"No","No",107973.44,"No"
580,"Spain","Male",32,9,142188.2,2,"No","Si",128028.6,"No"
624,"Germany","Female",40,3,149961.99,2,"Si","No",104610.86,"No"
709,"France","Female",36,8,0,2,"Si","Si",69676.55,"No"
605,"France","Female",34,2,0,1,"No","No",35982.42,"No"
706,"Spain","Male",53,7,0,2,"No","Si",117939.17,"No"
567,"Spain","Male",40,8,28649.64,1,"Si","Si",95140.62,"No"
747,"France","Female",21,4,81025.6,2,"Si","No",167682.57,"No"
664,"France","Male",57,1,0,2,"Si","Si",56562.57,"No"
711,"France","Female",39,3,152462.79,1,"Si","No",90305.97,"No"
609,"France","Male",25,10,0,1,"No","Si",109895.16,"No"
632,"Spain","Male",28,7,155519.59,1,"Si","No",1843.24,"No"
725,"France","Female",36,1,118851.05,1,"Si","Si",102747.02,"No"
850,"France","Female",34,9,92899.27,2,"Si","No",97465.89,"No"
682,"France","Male",40,4,0,1,"No","Si",105352.55,"No"
797,"France","Male",37,4,75263.7,1,"Si","No",85801.77,"No"
668,"Spain","Male",38,1,147904.31,1,"Si","Si",69370.05,"No"
783,"Germany","Female",41,5,106640.5,1,"Si","No",176945.96,"No"
766,"Germany","Female",28,4,90696.78,1,"No","Si",21597.2,"No"
704,"Spain","Female",36,2,175509.8,2,"Si","No",152039.67,"No"
722,"France","Male",40,6,0,2,"Si","Si",111893.09,"No"
692,"France","Female",34,7,0,2,"Si","No",195074.62,"No"
584,"France","Female",35,2,114321.28,2,"No","No",15959.01,"No"
644,"Germany","Female",51,4,95560.04,1,"No","No",72628.84,"Si"
598,"Germany","Female",50,5,88379.81,3,"No","Si",64157.24,"Si"
733,"Germany","Male",48,7,85915.52,1,"Si","Si",23860.5,"No"
615,"Germany","Male",58,3,72309.3,1,"Si","Si",85687.09,"Si"
850,"France","Female",39,2,0,2,"Si","No",179451.42,"No"
521,"France","Male",43,8,0,1,"Si","Si",93180.09,"No"
675,"France","Male",69,1,0,2,"Si","No",157097.09,"No"
746,"France","Male",58,3,0,3,"Si","Si",80344.96,"Si"
770,"France","Female",33,4,0,1,"Si","No",26080.54,"Si"
618,"France","Male",30,3,133844.22,1,"Si","Si",31406.93,"No"
556,"France","Male",36,7,154872.08,2,"Si","Si",32044.64,"No"
749,"France","Female",27,9,0,2,"Si","No",132734.87,"No"
702,"Spain","Male",43,6,116121.67,1,"Si","No",61602.42,"No"
555,"Germany","Male",42,6,107104.5,1,"Si","Si",41304.44,"Si"
587,"France","Male",47,6,71026.77,1,"Si","No",57962.41,"No"
639,"France","Male",38,3,0,1,"Si","No",42862.82,"No"
643,"France","Male",33,4,0,2,"Si","Si",152992.04,"No"
600,"France","Female",41,1,0,2,"Si","Si",91193.65,"No"
651,"France","Male",53,7,0,2,"Si","Si",130132.41,"No"
666,"France","Female",27,4,0,2,"No","No",88751.45,"No"
520,"France","Female",39,6,145644.05,1,"No","No",104118.93,"No"
650,"Spain","Female",50,7,129667.77,1,"No","No",42028.16,"No"
564,"Germany","Male",33,3,109341.87,1,"Si","No",75632.78,"No"
586,"France","Male",64,1,0,2,"Si","Si",53710.23,"No"
617,"France","Female",35,5,0,2,"No","Si",13066.3,"No"
712,"Spain","Female",30,6,0,2,"Si","No",152417.97,"No"
654,"France","Male",55,3,87485.67,1,"Si","Si",3299.01,"No"
605,"France","Male",27,9,0,2,"Si","No",198091.81,"No"
491,"France","Female",36,0,53369.13,1,"Si","Si",103934.12,"No"
707,"France","Female",35,9,0,2,"Si","Si",70403.65,"No"
638,"Spain","Male",34,5,146679.77,1,"Si","No",102179.86,"No"
683,"France","Male",43,2,112499.42,2,"Si","No",30375.18,"No"
815,"Spain","Female",38,2,48387,1,"Si","No",184796.84,"No"
645,"Spain","Male",38,1,68079.8,1,"No","Si",166264.89,"No"
645,"Germany","Male",49,4,160133.88,1,"No","Si",88391.97,"No"
683,"France","Male",30,4,66190.33,1,"Si","Si",115186.97,"No"
705,"France","Female",37,10,0,2,"Si","Si",13935.53,"Si"
647,"France","Male",35,4,123761.68,1,"Si","No",83910.4,"No"
786,"Germany","Female",33,0,122325.58,1,"No","No",34712.34,"Si"
534,"France","Male",41,9,0,2,"Si","No",13871.34,"No"
602,"Spain","Female",42,1,138912.17,1,"Si","Si",139494.75,"No"
695,"France","Female",42,0,0,2,"No","Si",140724.64,"No"
553,"Germany","Female",25,7,128524.19,2,"Si","No",20682.46,"No"
516,"Spain","Female",31,3,0,2,"Si","No",124202.26,"No"
655,"France","Female",34,3,0,2,"Si","No",159638.77,"No"
605,"France","Female",62,4,111065.93,2,"No","Si",125660.99,"No"
708,"France","Male",41,0,0,1,"Si","No",128400.62,"No"
699,"France","Male",44,8,158697.61,1,"Si","No",107181.22,"No"
763,"France","Female",53,4,0,1,"Si","No",77203.72,"Si"
743,"Spain","Male",25,6,0,2,"Si","No",129740.11,"No"
660,"France","Female",48,0,90044.32,2,"No","Si",187604.97,"Si"
619,"Germany","Male",38,10,84651.79,1,"Si","Si",184754.26,"No"
739,"Germany","Male",32,3,102128.27,1,"Si","No",63981.37,"Si"
769,"Germany","Male",60,9,148846.39,1,"Si","No",192831.67,"Si"
692,"France","Male",69,10,154953.94,1,"Si","Si",70849.47,"No"
560,"France","Female",30,0,108883.29,1,"Si","No",27914.95,"No"
607,"France","Female",48,4,112070.86,3,"Si","No",173568.3,"Si"
630,"Germany","Male",29,6,131354.39,1,"No","Si",9324.31,"Si"
767,"Germany","Female",45,7,132746.2,2,"Si","No",26628.88,"Si"
543,"France","Female",34,8,0,2,"No","Si",145601.8,"No"
776,"France","Male",39,8,125211.55,2,"Si","No",144496.07,"No"
535,"Spain","Male",58,1,0,2,"Si","Si",11779.98,"Si"
549,"Germany","Male",36,6,139422.37,1,"No","No",83983.39,"Si"
844,"France","Female",28,4,0,2,"No","Si",123318.37,"No"
586,"Germany","Female",47,5,157099.47,2,"Si","Si",65481.86,"No"
583,"France","Male",40,3,0,2,"Si","No",47728,"No"
701,"Spain","Male",26,5,83600.24,1,"No","Si",59195.05,"No"
726,"France","Male",28,2,0,1,"No","No",98060.51,"No"
829,"Germany","Male",36,4,81795.74,2,"Si","No",90106.94,"No"
749,"Spain","Male",38,9,129378.32,1,"Si","Si",13549.34,"No"
743,"France","Female",46,9,0,1,"Si","No",113436.08,"No"
619,"Spain","Female",56,7,0,2,"Si","Si",42442.21,"No"
699,"France","Male",22,9,99339,1,"Si","No",68297.61,"Si"
749,"Spain","Male",36,7,0,2,"No","No",80134.65,"No"
600,"Germany","Female",29,6,74430.1,2,"Si","Si",96051.1,"No"
760,"Spain","Male",38,3,91241.85,1,"No","Si",80682.35,"No"
528,"Germany","Male",32,2,99092.45,1,"No","Si",111149.98,"No"
630,"France","Female",26,5,0,2,"Si","No",182612.38,"No"
683,"Germany","Female",39,2,100062.16,2,"Si","No",109201.43,"No"
677,"Germany","Female",26,6,98723.67,1,"No","Si",151146.67,"No"
669,"Spain","Male",29,9,0,1,"Si","Si",93901.61,"No"
693,"France","Male",43,6,128760.32,1,"Si","No",36342.79,"No"
612,"Spain","Female",52,5,144772.69,1,"No","No",98302.57,"Si"
719,"Spain","Male",44,4,0,1,"No","No",84972.9,"Si"
702,"France","Male",26,2,71281.29,1,"Si","Si",108747.12,"Si"
755,"France","Male",29,9,117035.89,1,"Si","Si",21862.19,"No"
514,"France","Male",26,1,0,2,"No","No",121551.93,"No"
753,"France","Female",40,0,3768.69,2,"Si","No",177065.24,"Si"
548,"Germany","Female",36,2,108913.84,2,"Si","Si",140460.01,"No"
850,"Germany","Male",28,2,101100.22,2,"Si","Si",35337.31,"No"
612,"France","Female",38,7,110615.47,1,"Si","Si",193502.93,"No"
628,"Germany","Male",33,8,152143.89,1,"Si","Si",32174.03,"No"
479,"France","Male",47,6,121797.09,1,"No","Si",5811.9,"Si"
724,"France","Female",41,5,109798.25,1,"No","Si",149593.61,"No"
512,"Germany","Male",41,7,122403.24,1,"No","Si",37439.9,"Si"
638,"France","Female",43,3,145860.98,1,"Si","Si",142763.51,"Si"
834,"Spain","Male",40,7,0,2,"No","No",45038.74,"No"
781,"France","Male",29,9,0,2,"No","No",172097.4,"No"
707,"Germany","Female",48,7,105086.74,1,"Si","Si",180344.69,"Si"
670,"France","Male",22,2,114991.45,1,"Si","Si",37392.56,"No"
663,"Spain","Female",33,8,96769.04,1,"Si","Si",36864.05,"No"
624,"France","Female",23,5,0,2,"No","No",132418.59,"No"
598,"France","Female",34,4,0,2,"No","No",60894.26,"No"
619,"Germany","Male",23,5,132725.1,1,"Si","Si",143913.33,"No"
792,"France","Female",70,3,0,2,"Si","Si",172240.27,"No"
683,"France","Female",26,7,0,2,"Si","No",86619.77,"No"
691,"France","Female",33,6,0,2,"Si","No",164074.89,"No"
765,"Spain","Female",33,5,84557.82,1,"Si","Si",69039.43,"No"
508,"France","Male",49,1,93817.41,2,"Si","Si",132468.76,"Si"
637,"France","Female",33,9,113913.53,1,"No","Si",65316.5,"No"
667,"Germany","Female",44,5,140406.68,2,"No","Si",57164.19,"No"
575,"Spain","Female",22,8,105229.34,1,"Si","Si",34397.08,"No"
744,"Spain","Female",46,1,0,3,"Si","Si",177431.59,"Si"
567,"France","Female",41,9,137891.35,1,"Si","No",142009.46,"Si"
502,"France","Female",35,6,0,2,"Si","Si",80618.47,"No"
609,"France","Female",53,6,0,2,"Si","Si",124218.27,"No"
715,"France","Male",37,9,165252.52,1,"Si","No",85286.3,"No"
541,"France","Male",32,8,0,2,"No","No",40889.14,"No"
850,"France","Female",71,4,0,2,"Si","Si",107236.87,"No"
595,"Spain","Male",23,7,0,2,"Si","Si",168085.97,"No"
650,"Germany","Female",28,5,122034.4,3,"No","Si",146663.43,"Si"
625,"France","Female",44,7,0,1,"Si","No",4791.8,"No"
817,"France","Male",59,1,118962.58,1,"Si","Si",120819.58,"No"
526,"Spain","Male",49,2,0,1,"Si","No",114539.67,"Si"
850,"France","Female",34,4,71379.53,2,"Si","Si",154000.99,"No"
598,"France","Female",40,2,171178.25,1,"Si","No",137980.58,"Si"
613,"France","Male",36,9,131307.11,1,"No","No",83343.73,"No"
709,"Spain","Male",62,3,0,2,"Si","Si",82195.15,"No"
678,"Spain","Female",27,5,87099.85,2,"Si","No",149550.95,"No"
720,"France","Male",71,5,183135.39,2,"Si","Si",197688.5,"No"
662,"France","Male",26,0,0,2,"No","Si",72929.96,"No"
525,"France","Male",51,10,0,3,"Si","No",171045.35,"Si"
662,"France","Male",31,3,0,2,"No","Si",27731.05,"No"
770,"France","Female",33,6,0,2,"Si","Si",126131.9,"No"
721,"Spain","Female",33,4,72535.45,1,"Si","Si",103931.49,"No"
633,"Germany","Male",58,2,128137.42,2,"Si","No",147635.33,"Si"
701,"France","Male",51,9,0,2,"No","No",61961.57,"No"
556,"Germany","Male",42,0,115915.53,2,"No","Si",125435.47,"Si"
639,"France","Male",66,0,0,2,"No","Si",42240.54,"No"
632,"France","Male",50,2,0,2,"No","No",57942.88,"No"
456,"France","Male",29,5,107000.49,1,"Si","Si",153419.62,"No"
729,"Spain","Female",38,10,0,2,"Si","No",189727.12,"No"
632,"France","Female",34,2,0,2,"No","No",165385.55,"No"
433,"Spain","Male",34,9,152806.74,1,"Si","No",19687.99,"No"
802,"France","Female",60,3,92887.06,1,"Si","No",39473.63,"Si"
670,"France","Male",25,7,0,2,"Si","Si",144723.38,"No"
738,"Germany","Female",40,6,114940.67,2,"Si","Si",194895.57,"Si"
706,"Germany","Male",34,0,140641.26,2,"Si","Si",77271.91,"No"
592,"Germany","Female",70,5,71816.74,2,"Si","No",105096.82,"Si"
522,"France","Female",41,7,0,2,"No","Si",176780.39,"No"
746,"France","Male",48,5,165282.42,1,"Si","No",153786.46,"Si"
651,"Spain","Male",42,2,143145.87,2,"Si","No",43612.06,"No"
494,"France","Male",28,9,114731.76,2,"No","Si",79479.74,"No"
753,"Germany","Female",46,9,113909.69,3,"Si","No",92320.37,"Si"
671,"Germany","Male",36,2,116695.27,1,"No","No",193201.86,"No"
731,"France","Male",37,8,0,2,"Si","Si",170338.35,"No"
687,"Germany","Female",47,1,91219.29,1,"No","No",158845.49,"Si"
507,"Spain","Male",32,7,0,2,"Si","No",67926.18,"No"
468,"France","Female",22,1,76318.64,1,"Si","Si",194783.12,"No"
682,"Spain","Female",58,4,0,1,"Si","No",176036.01,"No"
603,"France","Female",24,3,0,1,"Si","Si",198826.03,"Si"
522,"Germany","Male",25,1,111432.13,1,"Si","Si",168683.57,"No"
629,"Spain","Male",41,10,150148.51,1,"No","No",6936.27,"No"
729,"France","Female",32,7,38550.06,1,"No","Si",179230.23,"No"
574,"France","Female",39,5,119013.86,1,"Si","No",103421.91,"No"
677,"Germany","Female",39,0,111213.64,2,"Si","Si",147578.26,"No"
627,"Germany","Male",28,5,71097.23,1,"Si","Si",130504.49,"No"
788,"Spain","Male",36,10,109632.85,1,"Si","Si",16149.13,"No"
697,"France","Male",63,7,148368.02,1,"No","No",118862.08,"Si"
578,"France","Male",45,1,148600.91,1,"Si","No",143397.14,"Si"
519,"France","Male",48,10,71083.98,1,"Si","No",137959,"No"
632,"France","Female",40,9,139625.34,1,"Si","No",93702.96,"Si"
679,"France","Female",39,4,0,1,"No","No",172939.3,"Si"
699,"France","Male",30,9,0,1,"Si","Si",108162.13,"No"
615,"France","Male",64,0,81564.1,2,"No","Si",35896.09,"No"
622,"Spain","Male",36,9,0,2,"Si","Si",104852.6,"No"
755,"France","Female",28,7,124540.28,1,"No","Si",188850.89,"No"
767,"France","Female",42,2,133616.39,1,"Si","No",28615.8,"No"
752,"Germany","Female",38,10,101648.5,2,"Si","No",172001.44,"No"
633,"France","Female",26,8,124281.84,1,"Si","Si",60116.57,"No"
717,"France","Female",59,4,0,2,"Si","Si",170528.63,"No"
585,"Spain","Male",45,0,0,2,"No","No",189683.7,"No"
751,"France","Female",37,9,183613.66,2,"No","No",49734.94,"No"
754,"Germany","Male",65,1,136186.44,1,"Si","Si",121529.59,"Si"
495,"France","Male",47,10,137682.68,1,"Si","No",71071.47,"No"
650,"France","Male",34,4,106005.54,1,"No","Si",142995.32,"No"
529,"France","Female",31,6,152310.55,1,"Si","No",13054.25,"No"
585,"France","Female",43,2,0,2,"Si","No",89402.54,"No"
668,"Spain","Male",32,1,134446.04,1,"No","Si",111241.37,"No"
591,"France","Female",38,2,142289.28,1,"No","Si",119638.85,"No"
731,"France","Male",19,6,0,2,"Si","Si",151581.79,"No"
754,"France","Female",45,6,0,1,"Si","No",73881.68,"Si"
650,"Germany","Female",46,9,149003.76,2,"Si","No",176902.83,"No"
588,"Germany","Male",41,2,131341.46,2,"No","Si",7034.94,"No"
712,"Spain","Female",29,7,77919.78,1,"Si","No",122547.58,"No"
691,"France","Female",34,7,0,2,"No","Si",161559.12,"No"
771,"France","Female",41,10,108309,4,"Si","Si",137510.41,"Si"
678,"Spain","Female",39,6,0,1,"No","Si",185366.56,"No"
719,"Spain","Female",40,9,0,2,"Si","No",182224.14,"No"
610,"Germany","Male",36,7,115462.02,1,"No","Si",42581.04,"No"
722,"Spain","Male",37,9,0,2,"Si","No",31921.95,"No"
758,"Germany","Female",23,5,122739.1,1,"Si","No",102460.84,"Si"
709,"France","Female",32,2,0,2,"No","No",109681.29,"No"
634,"Germany","Female",53,3,113781.5,2,"Si","Si",106345.05,"Si"
678,"Spain","Female",49,1,0,2,"Si","Si",102472.9,"No"
633,"France","Male",35,3,0,2,"Si","Si",36249.76,"No"
710,"France","Male",43,9,128284.45,1,"Si","No",32996.89,"Si"
640,"Germany","Male",45,8,120591.19,1,"No","No",195123.94,"No"
656,"France","Male",63,8,0,2,"No","Si",57014.43,"No"
551,"France","Female",59,2,166968.28,1,"Si","No",159483.76,"Si"
786,"Spain","Female",39,7,0,2,"No","No",100929.59,"No"
561,"France","Female",49,8,0,2,"Si","Si",12513.07,"No"
807,"Spain","Male",42,5,0,2,"Si","Si",74900.9,"No"
602,"Germany","Male",38,2,71667.97,2,"No","No",137111.89,"No"
727,"Germany","Female",31,3,82729.47,2,"Si","No",60212.51,"No"
678,"France","Male",40,1,0,2,"Si","Si",187343.4,"No"
730,"France","Male",23,8,0,2,"Si","No",183284.53,"No"
596,"Spain","Female",30,1,0,2,"Si","No",8125.39,"No"
686,"Germany","Male",39,3,129626.19,2,"Si","Si",103220.56,"No"
684,"Germany","Female",26,2,114035.39,1,"No","No",96885.19,"No"
797,"Germany","Male",32,1,151922.94,1,"Si","No",8877.06,"No"
658,"France","Female",39,4,0,1,"Si","Si",147530.06,"No"
653,"Spain","Female",27,6,107751.68,2,"Si","Si",33389.42,"No"
641,"France","Male",37,6,0,2,"Si","No",45309.24,"No"
656,"Spain","Female",41,6,101179.23,2,"Si","Si",35230.61,"No"
750,"Spain","Female",36,6,0,2,"Si","Si",59816.41,"No"
768,"France","Female",40,8,0,2,"No","Si",69080.46,"No"
568,"France","Male",33,7,0,2,"Si","No",143450.61,"No"
706,"Germany","Male",36,9,58571.18,2,"Si","No",40774.01,"No"
430,"Germany","Female",38,8,153058.64,1,"Si","No",99377.27,"No"
745,"Germany","Male",35,4,98270.34,1,"Si","No",133617.43,"No"
747,"France","Male",43,1,130788.71,1,"No","Si",101495,"Si"
657,"Germany","Male",40,7,99165.84,1,"No","Si",119333.95,"Si"
639,"France","Female",42,4,0,2,"No","No",167682.37,"No"
704,"France","Male",44,3,0,2,"No","Si",152884.85,"No"
651,"Spain","Male",23,4,115636.05,2,"Si","No",70400.86,"No"
706,"Germany","Female",44,2,185932.18,2,"Si","No",65413.41,"No"
632,"Germany","Male",30,2,72549,2,"No","Si",182728.8,"No"
751,"France","Male",42,4,0,2,"Si","Si",81442.6,"No"
767,"France","Female",35,2,0,2,"No","No",144251.38,"No"
443,"France","Male",44,2,0,1,"Si","No",159165.7,"No"
589,"France","Male",37,7,85146.48,2,"Si","No",86490.09,"Si"
691,"France","Female",44,6,134066.1,2,"Si","Si",197572.41,"No"
711,"France","Female",28,8,0,2,"No","No",105159.89,"No"
775,"Spain","Male",27,4,0,1,"Si","Si",40807.26,"No"
510,"France","Female",52,6,191665.21,1,"Si","Si",131312.56,"Si"
792,"Spain","Female",40,7,0,1,"Si","No",141652.2,"No"
721,"France","Male",41,6,135071.12,1,"Si","Si",64477.25,"No"
765,"France","Male",41,2,0,2,"No","Si",191215.61,"No"
850,"Spain","Male",39,8,0,2,"Si","Si",37090.44,"No"
681,"Germany","Male",38,6,181804.34,2,"Si","Si",57517.71,"No"
586,"France","Female",60,3,47020.65,2,"No","Si",63241.21,"Si"
753,"France","Female",36,7,128518.98,1,"Si","Si",44567.83,"Si"
593,"Germany","Female",38,5,142658.04,2,"No","Si",135337.11,"No"
674,"France","Female",21,9,120150.39,2,"Si","Si",33964.03,"No"
610,"France","Female",35,7,81905.95,1,"Si","Si",61623.19,"No"
652,"France","Male",26,3,137998.2,2,"No","Si",168989.77,"No"
850,"Germany","Female",26,8,123126.29,1,"Si","No",74425.41,"No"
740,"France","Female",51,4,0,2,"Si","Si",178929.84,"No"
584,"France","Female",41,3,0,2,"Si","Si",160095.48,"No"
604,"France","Female",71,2,0,2,"Si","Si",49506.82,"No"
586,"France","Male",51,2,138553.57,1,"Si","Si",92406.22,"No"
467,"Spain","Male",39,5,0,2,"Si","Si",7415.96,"No"
520,"France","Male",35,9,105387.89,1,"Si","Si",25059.06,"No"
683,"Spain","Male",40,4,95053.1,1,"Si","Si",116816.54,"Si"
557,"France","Male",36,3,0,1,"No","Si",144078.02,"No"
613,"Spain","Female",32,0,0,2,"No","Si",126675.62,"No"
786,"France","Male",34,3,137361.96,1,"No","No",183682.09,"No"
593,"Spain","Male",32,10,158537.42,1,"Si","No",166850.57,"No"
670,"Spain","Female",29,9,0,2,"Si","No",27359.19,"No"
657,"Germany","Female",48,5,143595.87,1,"No","No",101314.65,"Si"
718,"Germany","Male",32,9,169947.41,2,"Si","Si",27979.16,"No"
623,"France","Female",24,7,148167.83,2,"Si","Si",109470.34,"No"
496,"France","Male",31,5,0,2,"Si","No",93713.13,"No"
429,"France","Female",39,6,48023.83,1,"Si","No",74870.99,"No"
606,"France","Male",36,1,155655.46,1,"Si","Si",192387.51,"Si"
499,"France","Female",46,6,0,2,"Si","No",73457.55,"No"
642,"France","Male",62,7,0,2,"Si","Si",61120.75,"No"
641,"France","Female",52,4,0,1,"Si","No",90964.54,"Si"
673,"France","Male",32,8,121240.76,1,"Si","No",116969.73,"No"
570,"France","Female",36,3,0,2,"Si","No",92118.75,"No"
472,"France","Female",37,1,0,2,"Si","Si",48357.9,"No"
550,"Germany","Male",35,9,129847.75,2,"Si","No",197325.4,"No"
625,"Germany","Female",55,8,118772.71,4,"No","No",135853.62,"Si"
516,"France","Male",46,2,0,2,"Si","Si",169122.54,"No"
682,"Germany","Male",32,2,105163.88,2,"Si","Si",164170.46,"No"
620,"France","Male",28,8,0,2,"Si","Si",199909.32,"No"
626,"France","Female",39,0,0,2,"Si","Si",83295.09,"No"
