"","age","job","marital","education","default","balance","housing","loan","contact","y"
"19481",50,"technician","divorced","secondary","no",380,"yes","no","cellular","no"
"15760",37,"management","married","tertiary","no",2987,"yes","no","cellular","yes"
"11192",30,"management","single","tertiary","no",0,"yes","no","cellular","no"
"19001",54,"blue-collar","divorced","secondary","no",0,"yes","yes","unknown","no"
"11216",59,"retired","married","secondary","no",0,"no","no","cellular","no"
"13712",23,"management","single","unknown","no",375,"yes","no","unknown","no"
"12569",62,"unemployed","married","secondary","no",780,"no","no","cellular","yes"
"16737",36,"management","married","tertiary","no",51,"yes","no","cellular","no"
"19131",52,"admin.","married","secondary","no",146,"yes","yes","cellular","no"
"10153",35,"technician","married","secondary","no",0,"yes","no","cellular","no"
"16744",33,"blue-collar","married","secondary","no",64,"no","no","unknown","no"
"16609",37,"services","married","secondary","no",0,"yes","no","cellular","no"
"11841",36,"blue-collar","married","secondary","no",937,"yes","no","telephone","no"
"17797",44,"self-employed","single","tertiary","no",18558,"yes","no","cellular","no"
"15661",24,"self-employed","single","tertiary","no",2376,"no","no","cellular","yes"
"18666",56,"management","married","tertiary","no",1407,"no","no","cellular","no"
"22752",34,"admin.","divorced","secondary","no",2144,"yes","no","unknown","no"
"13377",53,"admin.","divorced","secondary","no",-112,"no","no","unknown","no"
"14684",36,"blue-collar","married","secondary","no",-870,"yes","no","unknown","no"
"11717",55,"unemployed","married","tertiary","no",5345,"no","no","unknown","no"
"17292",28,"services","single","tertiary","no",128,"no","no","cellular","yes"
"14895",54,"management","married","secondary","no",1660,"no","no","cellular","no"
"19031",35,"management","single","tertiary","no",397,"yes","no","cellular","yes"
"12369",36,"self-employed","married","tertiary","no",107,"yes","no","unknown","no"
"15108",58,"blue-collar","married","secondary","no",0,"no","yes","cellular","no"
"10230",42,"blue-collar","married","primary","no",-404,"yes","yes","cellular","no"
"14144",39,"technician","married","tertiary","no",94,"yes","yes","unknown","yes"
"21565",27,"blue-collar","married","secondary","no",77,"yes","no","cellular","no"
"20781",31,"management","single","tertiary","no",682,"yes","no","unknown","no"
"18636",40,"blue-collar","married","secondary","no",-60,"yes","no","cellular","no"
"14998",45,"entrepreneur","married","secondary","no",107,"no","no","cellular","no"
"12907",37,"blue-collar","married","unknown","no",1795,"yes","no","unknown","no"
"22172",39,"blue-collar","married","primary","no",519,"yes","yes","unknown","no"
"18941",47,"blue-collar","married","primary","no",-169,"yes","yes","cellular","no"
"22855",33,"blue-collar","married","tertiary","no",22,"yes","no","unknown","no"
"20631",45,"management","divorced","secondary","no",0,"yes","no","cellular","no"
"18991",50,"management","married","primary","no",0,"no","no","unknown","no"
"13851",33,"technician","single","secondary","no",181,"yes","no","cellular","no"
"17990",59,"blue-collar","married","primary","no",616,"no","no","cellular","no"
"10417",44,"blue-collar","married","primary","no",612,"yes","yes","cellular","no"
"13571",35,"services","married","secondary","no",211,"yes","no","cellular","no"
"14670",56,"blue-collar","married","primary","no",3498,"no","no","cellular","yes"
"14255",41,"blue-collar","married","secondary","no",440,"yes","no","cellular","no"
"13795",46,"management","divorced","tertiary","no",624,"no","no","cellular","yes"
"15890",36,"blue-collar","single","secondary","no",1392,"yes","no","unknown","no"
"19444",37,"services","married","secondary","no",1970,"yes","no","telephone","yes"
"22522",66,"retired","married","tertiary","no",1948,"no","no","cellular","yes"
"20448",36,"blue-collar","divorced","secondary","no",221,"yes","no","unknown","no"
"12398",32,"blue-collar","married","primary","no",415,"yes","no","unknown","yes"
"19806",60,"housemaid","married","secondary","no",3587,"no","no","unknown","no"
"22544",28,"self-employed","single","tertiary","no",270,"yes","no","cellular","no"
"13903",29,"housemaid","married","primary","no",7,"no","yes","cellular","no"
"12754",39,"admin.","married","secondary","no",1757,"no","no","telephone","yes"
"12009",45,"management","married","tertiary","no",4119,"yes","yes","telephone","yes"
"21733",49,"technician","married","unknown","no",1355,"yes","no","unknown","no"
"14143",67,"retired","married","tertiary","no",701,"no","no","cellular","yes"
"21942",42,"management","married","tertiary","no",0,"yes","no","unknown","no"
"19941",52,"management","married","tertiary","no",502,"no","no","unknown","no"
"21724",38,"unknown","single","tertiary","no",0,"no","no","cellular","yes"
"19041",27,"blue-collar","married","secondary","no",61,"yes","no","unknown","yes"
"14479",42,"entrepreneur","married","tertiary","no",1068,"yes","no","cellular","no"
"10787",41,"blue-collar","married","secondary","no",2689,"yes","no","cellular","yes"
"20738",44,"management","married","tertiary","no",70,"no","no","cellular","no"
"13577",59,"technician","married","secondary","no",0,"no","no","unknown","no"
"13029",33,"management","divorced","tertiary","no",802,"no","no","cellular","no"
"15287",36,"management","divorced","tertiary","no",133,"yes","no","unknown","no"
"10630",27,"blue-collar","single","secondary","no",3792,"no","no","cellular","yes"
"22378",31,"self-employed","married","tertiary","no",5,"yes","yes","cellular","yes"
"15773",79,"retired","married","secondary","no",8304,"no","no","telephone","yes"
"10493",46,"blue-collar","married","secondary","no",0,"no","no","cellular","no"
"15163",36,"admin.","single","secondary","no",135,"yes","no","cellular","no"
"21592",32,"management","married","tertiary","no",2458,"yes","no","cellular","no"
"15251",32,"services","single","secondary","no",486,"no","no","cellular","yes"
"14753",44,"management","married","tertiary","no",-1636,"yes","yes","cellular","no"
"11255",63,"retired","married","secondary","no",708,"no","no","cellular","no"
"16765",34,"entrepreneur","married","secondary","no",4659,"yes","no","unknown","no"
