"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindSpeed9am","Humidity9am","Pressure9am","Temp9am"
"123152",9.1,23.3,0,4.4,7.3,"W",22,9,58,1021.7,16.2
"123153",15.4,20.6,5.6,0.8,1.7,"NW",35,4,96,1019,16.7
"123154",12.2,20.1,5,1.4,9.5,"W",41,17,63,1017,17.7
"123155",13.3,20.2,1,3.8,5.8,"WSW",50,7,82,1013.7,16.9
"123156",11.5,18.4,16.8,4.4,8.9,"SW",48,9,79,1013,15.7
"123157",9.7,16.2,7,1.6,3,"WSW",41,7,97,1012.7,13.4
"123158",4.3,17.3,29.6,3.8,8,"SSE",26,7,99,1018.3,8.6
"123159",5.2,18.8,0,2.4,9.2,"ENE",26,7,76,1028.9,11.4
"123160",8.7,19,0,1.4,10.5,"NE",31,13,74,1031,12.7
"123161",8.1,19.5,0,3.8,10.4,"NE",28,13,63,1027.7,13.5
"123162",7.9,21.3,0,4.2,5.7,"ENE",31,15,55,1021.9,14.2
"123163",9.1,25.1,0,3.6,10.2,"NE",30,6,50,1018.3,15.9
"123164",11.7,21.6,0,3.8,7,"NW",37,11,82,1016.2,17.6
"123165",12.3,21.3,4.2,3.2,7.4,"N",50,13,91,1014,16.1
"123166",13.8,18.7,15.6,2.5,7.8,"SSW",31,4,74,1019.5,15.4
"123167",8.7,17.6,0.2,4.6,6.3,"SW",52,11,75,1019.1,13.9
"123168",7.2,15.5,6.6,3.2,10.3,"S",35,15,64,1024.2,10.7
"123169",2.8,17.1,0,3.8,7.1,"NE",26,9,65,1028.3,10.8
"123170",8.4,20.6,0,3.2,10.4,"ENE",30,13,62,1023.5,13.1
"123171",4.7,20.3,0,2.8,8,"NW",33,7,70,1017.6,13.7
"123172",13,19.2,8,3,8.6,"SSW",50,13,62,1020.7,17.8
"123173",5.1,19,0,3.6,10.5,"SSW",28,11,62,1029.2,12.8
"123174",5.6,23.9,0,4,10.6,"E",20,7,56,1028.7,15.2
"123175",8.1,27,0,3.4,10.8,"NE",35,15,41,1024.1,18.9
"123176",7.7,32.1,0,6.6,10.4,"NNW",50,9,35,1018.6,19.8
"123177",15.6,21.7,0,6.4,0.3,"NNW",43,15,72,1014.2,20.2
"123178",10.4,21.2,8,1.6,10.1,"NW",48,9,69,1018.6,17
"123179",13.5,17.3,19.4,3.2,5.4,"W",52,17,76,1015.4,13.8
"123180",6.2,18.3,8.8,3.8,9.2,"SW",37,2,78,1024.6,12.6
"123181",9.5,18.6,0,3,6,"WSW",28,7,69,1027.5,14
"123182",9,17.8,1.2,3.8,9.5,"SE",30,9,57,1029.1,12.2
"123183",4.9,20.2,0,4,10.9,"E",30,13,59,1029.1,12.8
"123184",7,26,0,4,11,"SW",24,7,45,1025.6,16.1
"123185",7.3,23.8,0,5.2,9.5,"SW",35,6,47,1021.3,18.6
"123186",12.8,19.1,0,5.4,8.4,"S",41,19,63,1026,15.7
"123187",7.5,20.3,0,5.2,11.1,"ESE",30,13,49,1030.8,13.3
"123188",9.5,23.1,0,5,11.1,"SSE",44,17,52,1030,15.2
"123189",10.9,25.8,0,6.4,11,"ENE",33,15,39,1027.6,18.8
"123190",10.5,30.2,0,8,11,"NE",37,24,29,1024.8,20.8
"123191",13.1,31.5,0,5.6,8,"NNE",39,17,27,1019.3,23.6
"123192",14.1,22.6,0,5,11,"SSW",31,13,66,1021.2,19
"123193",10.2,23.2,0,7.2,9.5,"SSW",33,7,69,1025.1,16.3
"123194",14,26.1,0,5.8,11.1,"E",43,13,59,1023.7,17.6
"123195",12.6,27.6,0,5.2,11.1,"E",24,13,55,1017.2,19.5
"123196",12.3,22.3,0,5,9.8,"W",24,4,69,1018.3,18.9
"123197",11.4,24.1,0,5.2,10.8,"SSW",24,9,71,1024.6,19.3
"123198",11.9,32.4,0,4.4,11.2,"NNE",31,11,50,1022,23.4
"123199",12,27.5,0,6.4,5.4,"N",20,2,44,1021.1,21.3
"123200",14.3,24.8,0.2,4.2,10.1,"NW",35,6,73,1022,21.3
"123201",15.5,23.7,0,3.6,6.9,"NW",37,11,85,1020.4,19.7
"123202",15.9,21,1.2,7.4,8.4,"WSW",54,19,55,1019,19.4
"123203",5.9,21.8,0.2,5.2,11.2,"SE",28,11,48,1029.7,14.7
"123204",10.8,27.9,0,5.8,11.2,"ENE",35,17,32,1024.3,19.6
"123205",9.6,29.2,0,6.6,11.6,"SSW",31,4,28,1021.7,23.4
"123206",13,33.2,0,7.4,11.7,"WSW",24,7,29,1021.7,26.7
"123207",14.4,32.4,0,8,11.2,"SW",26,6,57,1022.8,24
"123208",16.5,33.2,0,7.8,9.9,"NE",26,9,52,1021.6,24.1
"123209",17,33.4,0,8.2,11.8,"SW",28,6,46,1018.7,25.4
"123210",15.1,31.8,0,7,9.5,"WSW",41,6,79,1014.5,19
"123211",15.5,22.1,1,6.6,5.8,"W",35,9,90,1014.4,17.7
"123212",12.9,20.6,1.8,5.6,9.4,"SW",30,15,54,1022.5,16.8
"123213",6.8,22.5,0,3.8,12,"SW",35,9,47,1023.9,17.2
"123214",9.3,30.3,0,6.8,12.1,"SW",37,11,46,1017.8,21.5
"123215",13,23.6,0,7.2,5.7,"WSW",31,13,53,1017.4,20.1
"123216",11.5,22.1,3,4.2,10.2,"SW",31,11,64,1022.9,17.6
"123217",9.7,27.4,0,5.8,12,"SW",33,9,51,1021.7,21
"123218",12.1,31.7,0,8.8,12.3,"SW",30,7,42,1017.3,24.6
"123219",14.1,23.6,0,7,5.3,"SW",28,11,74,1014.2,21.3
"123220",16.7,23.1,0,5,6.6,"SW",37,17,68,1016.6,20
"123221",15.1,23.8,0,4.8,6.3,"SSW",37,9,65,1020.1,18.6
"123222",15.1,25.1,0,5.6,8.8,"E",39,9,51,1019.8,20.8
"123223",14.2,28.7,0,6.4,12,"SW",31,11,59,1019,19.9
"123224",15.4,26.9,0,8,5.6,"ENE",30,13,62,1015.8,20.4
"123225",17.2,27.6,2.8,5,11.1,"WSW",28,9,69,1014.8,22.3
"123226",15.8,26.1,0,7.2,10.1,"W",28,7,77,1016.2,21.1
"123227",17.6,27.7,0,5.2,5.8,"NW",30,9,65,1016.1,22.5
"123228",16.8,25.1,10.4,5,10.8,"SW",33,9,68,1016.6,21.6
"123229",12.6,26.3,0,7,6.9,"W",24,6,75,1013.9,17.5
"123230",14.6,23.1,16,5.6,10.3,"WSW",35,7,73,1010.4,18.6
"123231",13.5,26,0,5.8,12.6,"SW",33,7,52,1018.7,21.4
"123232",14.6,25.3,0,7.2,12.2,"SW",31,6,60,1015.5,20.9
"123233",11.8,24.1,0,7,9,"WSW",31,7,55,1008.1,21.6
"123234",17,24.7,0,6,8.3,"SW",39,13,56,1007.1,21.4
"123235",17.3,22.9,0.6,7.4,4,"SW",37,15,65,1013.6,18.5
"123236",14.1,25.8,0,4.2,12.7,"SW",43,7,61,1019,20.3
"123237",15.5,30.9,0,7,12.4,"SSW",35,9,62,1019.9,22
"123238",17.3,32.2,0,8.6,12.8,"ENE",33,13,52,1017.1,24.7
"123239",15.4,29.4,0,8.6,12.6,"SSW",28,6,64,1017.2,23.2
"123240",16,33.5,0,8.6,11.9,"SW",39,9,51,1019.1,25.2
"123241",20.5,36,0,10.8,12.6,"E",33,13,41,1018.4,26
"123242",22.2,39.4,0,8,12.6,"NE",35,20,28,1012.1,32.3
"123243",19.8,31.4,0.2,13.2,12.2,"SW",35,7,50,1012.5,26.5
"123244",15.1,32.3,0,10.8,13.1,"WSW",24,11,41,1012.3,25.8
"123245",14.9,26,0,10.8,9,"WNW",43,15,61,1006.1,24.6
"123246",16.6,22.1,1.4,7.2,8.5,"WSW",43,15,50,1015.9,20.4
"123247",12.6,22.3,2.2,6.2,12.7,"WSW",35,13,52,1023.2,19.2
"123248",13.1,29,0,7.6,13.1,"SW",37,13,49,1026.1,20.2
"123249",15.9,34.9,0,11,12.9,"E",39,19,32,1020.8,24.9
"123250",22.8,35.3,0,12.2,11.9,"NE",41,24,20,1014.8,30.5
"123251",17.8,27,0,10,11.5,"W",46,13,66,1014.8,24
"123252",16.9,25.6,0,7.8,12.5,"SSW",44,15,61,1015.2,22.4
"123253",14.9,25.9,0,10.4,13.2,"SW",39,9,56,1017.4,20.2
"123254",14.6,30.9,0,9.8,12,"SW",39,17,45,1017.5,21.3
"123255",16,31.4,0,9,13,"WSW",31,7,42,1012.3,24.7
"123256",17.2,27.9,0,9.8,12.6,"SSW",35,9,52,1014.8,23.4
"123257",14.9,26.4,0,8.6,13,"SSW",43,6,51,1016.3,23.4
"123258",13.4,24.5,0,9.8,13.2,"SW",48,17,54,1020.3,18.8
"123259",14.2,29.2,0,12,13.1,"ESE",50,15,45,1021.7,20.1
"123260",15.8,35.3,0,10.2,9.1,"SW",33,17,34,1015.6,24.6
"123261",21,29.4,0,9.4,9.8,"SSW",39,6,45,1009.1,27.9
"123262",16.5,23.9,0,10.8,9.1,"SSW",44,13,61,1012.4,21.1
"123263",12.6,19,5.6,7.6,4.3,"W",41,22,73,1012.6,13.8
"123264",11.9,21.4,7,4.8,1.9,"SW",43,13,91,1013.4,17.5
"123265",15,22.6,1,2.8,11.5,"WSW",39,17,58,1018.2,19.7
"123266",10.2,24,0,8,12.9,"SW",33,11,55,1020.9,18.7
"123267",15.3,25.1,0,7.8,12.1,"WSW",31,9,55,1020.4,22.2
"123268",14.3,27.3,0,8,13.1,"SSW",43,11,50,1020.2,21.8
"123269",15.9,31.6,0,11.2,12.7,"SW",39,13,39,1019.3,22.8
"123270",16.9,28.1,0,7.8,6.2,"SSW",41,7,47,1011.5,24.5
"123271",17,26,0,6.8,12.1,"SW",33,15,59,1014.7,22.9
"123272",14.9,26,0,6.6,13.3,"SW",39,6,56,1014.7,22.4
"123273",14,28.3,0,8.8,13.3,"SW",35,4,50,1013.5,24
"123274",16.6,26.5,0,8.8,12.9,"SSW",41,15,53,1014.7,22
"123275",16.7,29.4,0,10,13,"SW",39,11,52,1013.7,23.2
"123276",16.9,25.6,0,9.2,12.8,"SW",50,7,50,1009.6,23.2
"123277",14.8,22.7,0,11,13.2,"SSW",48,15,38,1014.8,19.9
"123278",15.6,30.4,0,10.6,11.5,"SE",35,13,47,1015.4,20.3
"123279",17.3,35.7,0,11.8,12.5,"SW",46,15,34,1010.3,27.4
"123280",21,38.7,0,12.2,13,"SSW",39,7,34,1011.8,31.6
"123281",22.2,40.5,0,12,12.8,"SSW",43,17,40,1010.2,32.3
"123282",18.2,25.8,0,12,13,"SW",48,19,60,1010.8,22.2
"123283",13.3,28,0,12.6,13.1,"SW",39,15,49,1018.2,19.4
"123284",14.7,33.2,0,11.8,13.3,"E",35,13,38,1016.6,22.2
"123285",15.3,38.5,0,11.8,13.2,"SSW",31,11,19,1014.7,31
"123286",18.7,41.6,0,12.4,13.2,"SSW",31,13,14,1013.9,34.7
"123287",19.3,34,0,15.2,10.1,"SW",31,7,33,1008.2,32.9
"123288",20.6,31.5,0,10.8,7.2,"SSW",35,13,50,1011.1,23.3
"123289",17.7,32.5,0,9,12.9,"ESE",43,15,48,1014.9,23
"123290",17.1,35,0,13.2,12.2,"ESE",44,17,48,1015.9,23.2
"123291",21.9,36,0,13.2,11.4,"SSW",43,13,46,1011.4,26.4
"123292",23.1,36.7,0,10.8,12.3,"SW",35,9,44,1012.1,28.9
"123293",23.4,31.5,0,13.4,4.2,"WSW",28,6,47,1010.9,28
"123294",20.4,27.9,0,7,10.3,"W",26,9,72,1012.2,23.1
"123295",19.9,33.5,0,6.4,12.6,"W",31,6,59,1014.8,26.1
"123296",21.7,41.9,0,11.8,12.6,"NE",44,19,28,1014.6,33.2
"123298",18.9,34.7,0,10.4,11.6,"WNW",35,9,43,1012.4,29.2
"123299",18.9,26.4,0,9.6,4.7,"SSW",28,11,66,1013.1,23
"123300",16.5,27.4,0,5.4,7.9,"W",30,9,72,1013,22
"123301",18.6,26,0,7,7,"SW",39,17,83,1014.3,21.4
"123302",15.3,31,0.6,8.8,13.3,"ESE",43,17,50,1023.4,20.7
"123303",15.9,34.2,0,12.4,13.2,"ESE",37,15,42,1023.8,22.7
"123304",19.1,36.7,0,13.4,11.6,"ENE",33,15,29,1019,29.6
"123305",21.2,38.7,0,11.4,8.4,"NNE",39,20,27,1013.5,32.4
"123306",19.9,31.4,0,9.6,9.2,"SSW",31,7,54,1010.5,27.9
"123307",18.2,23.6,1.2,8,2.9,"W",50,13,84,1006.2,19.9
"123308",13.9,26.3,0.4,5.2,5.5,"NE",41,17,66,1005.2,18.6
"123309",14.6,26.7,0.4,3.1,9,"WSW",31,0,67,1008.4,21.3
"123310",16.8,27.5,0,6.4,8.6,"SSW",37,11,64,1014.2,21.3
"123311",16.7,28.9,0,8.2,13.1,"SW",35,13,51,1018.2,22.1
"123312",17.3,34.9,0,10,11.1,"SW",37,9,45,1014.8,27.8
"123313",19.2,35.6,1,9.4,12.8,"SW",37,9,59,1015.3,27.1
"123314",20.8,33.6,4.4,10.6,9.2,"SSW",31,13,67,1010.6,25.5
"123315",21.1,33.1,0.8,6.6,11.6,"SW",43,9,61,1012.5,27.1
"123316",21.5,33.1,0,11.4,11.1,"E",35,11,52,1015.6,25.3
"123317",17.6,34.4,0,11.2,11.9,"E",37,15,55,1016.9,23.3
"123318",19.5,37.1,0,12.6,11.2,"ENE",43,19,49,1013.1,24.5
"123319",24.5,27,0,15.8,1.3,"S",35,7,39,1006.3,27
"123320",19.4,24.5,6.4,14.4,3.9,"SSW",57,11,78,1001.7,22.5
"123321",9.9,22.9,0.2,5.6,11.9,"SW",41,15,49,1011.7,18.1
"123322",10,26.4,0,7.2,12.7,"SSW",41,13,49,1019.1,18.6
"123323",16.2,31.5,0,8.8,12.8,"SE",50,15,50,1020.9,22.7
"123324",16.4,34.4,0,9.2,12.6,"SSW",35,11,43,1019.3,25.2
"123325",15.5,36.1,0,11.4,12.7,"SW",37,11,32,1015,28.9
"123326",19.1,34.3,0,11.8,12.7,"SSW",33,9,40,1015.3,27.1
"123327",20.1,40.4,0,12,12.7,"ENE",35,17,45,1015.8,27.2
"123328",21.2,42.5,0,13.2,12.5,"NE",39,22,18,1015.7,33.2
"123329",19.2,41.2,0,13.4,12.6,"W",28,9,19,1014.8,33.4
"123330",21.7,40.3,0,12,12.5,"SW",26,9,30,1013.8,30.4
"123331",20,33.7,0,11.8,12.3,"SW",30,4,63,1013,28
"123332",19.1,29.8,0,9.8,12.4,"SW",41,7,66,1017.3,25.2
"123333",19,31.3,0,10,12.5,"SW",39,17,57,1021.3,22.6
"123334",16.6,32.3,0,9.6,12,"SE",35,15,46,1021.4,21.9
"123335",17.9,33.9,0,11.8,12.1,"ESE",43,13,50,1021.1,23.2
"123336",19.8,39.5,0,10.6,11.5,"ENE",44,22,35,1016.4,26.1
"123337",19.8,33.1,0,9.2,12.4,"WSW",35,9,22,1012.3,31.4
"123338",18.7,31.1,0,11.4,10,"SE",39,13,57,1016.7,23.2
"123339",19.7,30.6,0,9,12.1,"SE",43,15,49,1016.1,24.2
"123340",19.1,33.6,0,11.2,10.3,"ESE",35,7,53,1012.1,24.1
"123341",18.3,26.7,0,8.4,9.2,"WNW",30,13,68,1011.7,23.5
"123342",18.8,24.9,0.2,5.8,9.2,"SW",37,17,60,1016.9,21.6
"123343",13.1,24.5,0,8,8.7,"WSW",35,4,61,1016.3,20.5
"123344",12.5,24,0.2,8.2,12,"SW",43,11,55,1019,19.1
"123345",14.7,28.3,0,6.8,12.2,"SW",39,9,47,1021.9,20.3
"123346",17,36.8,0,10,12.1,"NE",31,13,42,1018.8,23.3
"123347",20.8,38,0,10.8,10.8,"NW",41,17,31,1012.4,33
"123348",21.6,27.4,0,8.8,10,"SSW",28,11,69,1015.9,23.2
"123349",17.3,25.2,0,7.6,10.1,"WSW",33,11,65,1016.3,21.2
"123350",15.7,25.3,0,7.4,11.2,"SSW",37,9,63,1020.3,20.7
"123351",13.3,31.4,0,8.4,11.9,"SSW",28,9,55,1019.3,22.4
"123352",15.1,26.8,0,8.4,9.5,"SSW",39,9,57,1017.1,21.8
"123353",15.4,26.9,0,7.6,11.9,"SW",37,15,65,1020.5,19.9
"123354",17.3,28.7,0,7.8,11.9,"SW",33,11,57,1019.3,21.9
"123355",18.5,32,0,8.4,11.8,"ESE",31,13,59,1019.7,23.8
"123356",19,33,0,8,11.8,"NE",39,15,57,1019.3,24
"123357",19.5,35.1,0,9.4,11.7,"SW",31,13,45,1015.8,26.1
"123358",17.8,37.2,0,11,11.7,"SW",28,11,43,1012.9,27.7
"123359",16.5,29.8,0,8,7.6,"SW",39,11,74,1012.5,23.5
"123360",18.7,29.5,0,8.6,11.1,"SW",33,13,55,1015.9,23.2
"123361",18.7,33,0,8.4,11.2,"SSW",39,9,57,1016.1,24.9
"123362",21.1,39.7,0,8.4,10.6,"E",31,11,42,1014.6,29.5
"123363",26,39.8,0,13.8,10.8,"NE",48,24,31,1013.4,31
"123364",22.6,28.9,0,11,8.9,"WSW",26,7,73,1009.8,25.8
"123365",19.5,26.2,0,6.8,9.4,"SW",43,17,69,1012.1,20.3
"123366",16.2,28.5,0,7.6,9.6,"SE",39,15,53,1016.1,19.9
"123367",16.9,29.8,0,9.8,10.7,"ESE",41,13,54,1014.5,21.3
"123368",20.7,25.2,0,9,1.2,"ENE",37,7,54,1012,21.7
"123369",17.1,31.6,1.2,2,10.9,"SW",28,9,64,1013.6,24.4
"123370",19.1,33.3,0,8,6.8,"SW",31,6,52,1011.5,26.4
"123371",20.7,27.3,0,7.6,2.2,"SE",31,11,68,1012.3,22.5
"123372",19.2,24,0,4,1.6,"SE",35,13,72,1017.9,20.6
"123373",18.5,27.1,0,4,7.2,"SE",43,13,71,1022.6,21.3
"123374",20.9,32.7,0,6.4,7.3,"ESE",33,13,62,1020.8,25.2
"123375",19.9,23,9,5,0,"E",20,6,94,1019.9,20.3
"123376",16.9,23,6.6,2.2,5.3,"SSE",37,13,76,1019,17.8
"123377",13.2,26,0,3.2,10.9,"ESE",30,9,68,1024.1,19.5
"123378",12.7,28.4,0,5.4,11,"SW",30,9,62,1025.8,20.5
"123379",13.4,30.1,0,7,11.1,"SW",28,11,57,1023.2,22.6
"123380",13.4,25.7,0,7,10.3,"SW",35,11,70,1016.5,20.2
"123381",15.8,25.3,0,6,8.1,"SSW",28,4,70,1018,22
"123382",14.1,30.5,0,4,9.9,"SSW",26,9,65,1022.6,21
"123383",15.5,33.8,0,6.4,10.5,"SW",28,7,52,1020.8,24.5
"123384",15.3,25.1,0,5.2,4.3,"SW",37,13,77,1018,21.3
"123385",13.2,22.4,0,6.2,10.5,"SSE",37,15,60,1024.7,16.4
"123386",10.2,24.3,0,5.8,10.4,"ESE",30,13,54,1028.9,17.1
"123387",13.7,24.8,0,6.4,8.3,"E",52,11,58,1025.6,17.4
"123388",15.9,27.5,0,4,6.3,"ESE",24,9,51,1019.1,19
"123389",17.6,24.1,0,5.8,2.6,"SE",31,7,68,1019.8,18.7
"123390",17.4,26.5,11.2,2.4,7.5,"ESE",39,15,65,1020.8,20.9
"123391",20.8,23.7,0.2,5.8,0.5,"NE",43,22,65,1020.7,23.4
"123392",18.9,25,5,1.6,0.8,"NNW",24,9,92,1021.8,21
"123393",20,24.9,3.4,0.8,5.5,"SW",24,0,89,1020.2,21.4
"123394",13.9,23.8,0,4,5.6,"SSW",31,6,86,1022.6,18.9
"123395",13.9,26.7,0,3.4,10.5,"SE",31,11,63,1025.2,20.9
"123396",18,32.6,0,6.8,7.7,"NNE",35,13,61,1017.9,23.1
"123397",17.8,24.4,1.6,4,0,"WNW",31,7,97,1017,19.2
"123398",15.5,23.3,0,0.2,0.5,"SSW",35,0,84,1016.4,19.6
"123399",15.4,24.3,25.8,1,10.1,"SW",31,2,97,1015.1,18.8
"123400",13,24.5,0.2,4,10.5,"SSW",30,6,74,1024.2,19.2
"123401",12.4,25.5,0,3.6,10.5,"E",31,15,69,1029.1,18.1
"123402",14.6,26.1,0,5,8.8,"ENE",31,15,57,1027.1,19.5
"123403",17,30,0,4.8,10.1,"NE",37,20,47,1021.1,21.5
"123404",15.9,26.5,0,4.2,5.9,"NW",28,0,51,1014.9,22.2
"123405",18.8,21,2.6,2.4,0,"W",28,9,94,1014.2,19.4
"123406",17.5,21.5,9.2,3,4.9,"SW",56,15,79,1009.9,18.6
"123407",10.1,19.5,2,1.6,6.4,"SSW",20,2,83,1018.6,13.1
"123408",10.8,20.9,2,2.6,5.2,"SW",41,9,80,1015.7,17.5
"123409",13,21.4,1.2,1.8,5,"WSW",41,13,82,1016.2,17.1
"123410",12.4,19.6,3.8,2.8,5.5,"SSE",28,9,64,1021,14.6
"123411",12.8,19.4,0,3.6,2.9,"SW",24,4,58,1023.6,15.4
"123412",9.9,20.6,0,3.6,5.8,"SW",24,9,69,1022.2,15.8
"123413",9.7,21.5,0.2,2.6,3.3,"SSE",17,6,82,1022.4,15.8
"123414",11.2,22.3,0,1.4,4.7,"WSW",24,7,82,1018,15.3
"123415",11.6,21,0,2.2,2.8,"SSW",48,6,85,1016.5,16.7
"123416",13.2,20.3,1.6,1.8,5.3,"WNW",44,7,93,1012.9,15.2
"123417",12.4,18.6,18,2,8.1,"SW",44,9,86,1008.5,14.7
"123418",4.6,17,1.2,2.8,9.2,"SSE",35,9,65,1019.8,12.9
"123419",5,20.9,0,3,8.9,"SSE",24,0,67,1025.5,14.2
"123420",7,22.8,0,2.4,9.6,"SW",22,6,82,1029,14.4
"123421",7.3,25.5,0,2.6,9.6,"NNE",24,7,69,1024.7,16
"123422",6,25.5,0,4,9.7,"NNE",24,11,59,1016.6,15.3
"123423",10.5,22.7,0,2.4,9.2,"WNW",26,9,86,1016.2,15.8
"123424",13.9,22.3,4.6,0.8,6.8,"WSW",31,0,98,1018.7,18.9
"123425",10.2,22.4,0,2.4,7.1,"WSW",39,9,78,1018.7,15.9
"123426",9.4,21.2,2.2,2.2,9.2,"SW",19,6,78,1022,14.2
"123427",8.9,21.5,0,2.6,4.5,"WSW",20,9,80,1021.8,13.1
"123428",12.5,22,3.6,1,5.5,"WSW",17,7,87,1023.5,16.4
"123429",13.1,19.8,0,1.6,0,"S",11,4,92,1019.5,15.1
"123430",9.1,22,0,2.8,8.5,"NNW",30,9,78,1013,15.8
"123431",15.1,17.5,36.4,4.2,2.6,"WSW",70,11,98,996.4,16.2
"123432",10.5,19.6,8.6,3.8,6.9,"WNW",39,2,80,1017,15.7
"123433",10.6,20.6,2.8,1.8,6.7,"NNE",37,9,84,1019.8,13.2
"123434",13.2,19.5,23.8,2.8,6.1,"NW",61,17,71,1007,17.6
"123435",10.1,19.2,2.6,2.8,7.5,"WNW",28,7,92,1012.4,13
"123436",12.8,19.8,2.2,2,4.7,"SW",33,0,72,1017.3,16.9
"123437",7,20.7,0.4,1.6,9.1,"NNE",30,6,79,1022.9,12.5
"123438",12.5,20,3.4,1.8,7.2,"SSW",56,13,54,1014.9,18.2
"123439",11,19.3,0.4,4.6,4.4,"ESE",17,7,80,1019.6,13.9
"123440",7.3,20,0,1.2,9.2,"NE",20,7,66,1020.1,13.6
"123441",5,20.6,0,2.2,9.2,"SSW",22,4,69,1021.3,12.4
"123442",4.9,21.2,0,2.4,9,"ESE",24,6,71,1023.2,13.5
"123443",8.5,21.4,0,3.6,9.2,"NE",30,11,59,1020.8,14.3
"123444",14.3,24.3,0,4,8,"WNW",31,15,64,1012.7,16.4
"123445",14.7,17.8,8.6,2,5.3,"SW",43,11,73,1015.6,15.3
"123446",9.5,18.1,0.4,2,3.9,"ENE",22,7,68,1017.1,12.5
"123447",5.4,17.3,0,2.8,2.7,"WSW",50,9,88,1011,11.4
"123448",10.9,14.2,19.4,2,3.3,"SSW",46,9,82,1010.6,11.4
"123449",5.9,15.1,2.2,1.8,8.4,"S",39,9,69,1025.5,10.8
"123450",8.3,17.3,0,1.8,3.2,"N",22,9,66,1028.3,10.5
"123451",10.5,18.5,2,1.2,2.6,"NNE",20,6,96,1026.8,12.7
"123452",8.1,19.6,2,0.6,6,"NNE",35,15,70,1026.2,13.6
"123453",10.9,21.1,0,2.8,5.1,"N",37,15,61,1018.9,13.9
"123454",11.5,18.5,26,3.2,6.6,"SSW",28,4,99,1015.5,12.1
"123455",10.9,19.8,0,1.8,4.5,"SE",28,9,94,1022.9,12.4
"123456",8.3,19.1,0.2,1.6,8.2,"SSW",19,0,94,1022.7,12.6
"123457",8.6,20.3,0,3.2,5.7,"SW",20,0,93,1021.9,10.6
"123458",10.5,17.4,0,0.8,9.2,"ENE",24,11,75,1023,12.9
"123459",5.4,19.6,0,2.2,9.2,"NE",35,13,76,1021.8,11.8
"123460",8.8,20.6,0,2,2.2,"NNW",31,9,71,1011.6,13.7
"123461",12.1,17.2,8.6,1.2,0,"SSW",30,2,99,1010.2,15.1
"123462",8.5,16.8,3.6,1.4,7.1,"SSE",30,2,79,1016.7,12.2
"123463",9.6,18.4,2,1.8,4.2,"SW",43,0,97,1017.7,11.7
"123464",9.1,16.9,2.2,1.4,1.8,"SSW",28,0,99,1021.7,11.5
"123465",9.5,17.4,0,4.2,3.4,"NNE",24,9,66,1020.8,12
"123466",9.5,17,9.6,1,5.7,"SSW",30,6,98,1019.5,11
"123467",3.4,18.4,4.4,0.4,8.8,"NNE",19,6,79,1026,8.8
"123468",6.6,17.9,0,1.4,9,"NNE",33,7,67,1021.3,10.5
"123469",8,18.6,0.4,2.2,2.2,"NNW",28,9,74,1013,14.1
"123470",9.7,19.2,17.8,2.4,6.8,"SW",28,6,95,1018.1,13.5
"123471",5,18.4,0,2.4,9.3,"SSE",22,2,89,1027.2,11.1
"123472",2.9,19.3,0,2,9.3,"NE",17,6,85,1028.9,8.8
"123473",6.4,20.7,0,2.6,5.5,"SSW",24,7,63,1024.8,12.1
"123474",6.3,16.6,0,3,5.3,"S",33,4,82,1024,12.2
"123475",4.8,14.7,0.4,0.6,7.6,"ESE",35,11,68,1030.3,8.3
"123476",8.2,16.7,0,2.2,3.8,"ENE",30,7,70,1025.2,10.1
"123477",7.2,17.6,0,2.2,8,"E",41,6,73,1022.1,10.1
"123478",10.1,15.9,0,2.4,0.4,"NE",28,15,79,1019.4,10.9
"123479",10.9,17.4,13.2,1.6,5.3,"WSW",37,19,78,1009.9,14.4
"123480",8.2,14.5,27.4,3,3.1,"SSW",57,19,74,1007.9,10.6
"123481",8.4,16.4,29.8,4,6.4,"SSW",35,15,85,1014.1,12
"123482",6.8,16.6,2.6,3.2,7.8,"SSW",31,0,99,1022.6,9.7
"123483",4.1,14.2,0.2,1.2,7.3,"ESE",24,2,86,1030.5,7.5
"123484",0.6,16,0,1.6,9.4,"NE",33,7,76,1030.3,8
"123485",4,18.2,0,2,7.6,"N",44,17,56,1020.7,10.8
"123486",10.8,22,0,3.2,1.8,"NNW",31,11,50,1017.3,15.6
"123487",15.3,21.1,0,2.6,0.7,"NW",44,9,69,1012.8,15.7
"123488",14.3,19.4,32.8,3,5.3,"W",41,13,74,1010.6,15.7
"123489",8.5,16.8,6.8,3,9.2,"SSW",28,13,80,1020.3,11.4
"123490",3.6,18,0,4.4,8,"ENE",20,7,81,1024,10
"123491",4.5,19,0,1.6,8.5,"N",33,11,71,1017.5,10.3
"123492",8.8,15.3,15.4,2.2,4,"W",44,13,91,1012.4,9.1
"123493",6.9,15.7,4,2,9.4,"SW",39,9,68,1023.4,11.2
"123494",8,17.1,0,2.4,5,"SSW",31,6,75,1023.8,11.5
"123495",1.2,15.1,0.6,1.8,8.8,"S",28,6,76,1029.1,8
"123496",6.7,17.1,0,1.2,8.2,"SE",26,6,72,1028.6,11.9
"123497",4.7,18.4,0,1.6,8.7,"SW",20,6,84,1029.2,9.1
"123498",5.1,19,0,2.2,5,"NNE",22,0,98,1027,8.8
